task,path,image_sha256,true_label,predicted_label,confidence,correct,quantitative_sample,gallery_reason,max_probability_difference,cam_status,cam_path,top20_drop,random20_drop,paired_drop_advantage,border_mass
tumor,data/brain_tumor/Testing/glioma/Te-gl_0071.jpg,c731e056bf72715accb0cdf4c79b15006c3c73bc089e876a720ba777f5215241,glioma,glioma,0.9712887406349182,1,1,,1.065931265475939e-08,ok,maps/tumor_d39732f91caf.npy,0.30516916513442993,-0.028711259365081787,0.3338804244995117,0.029934126883745193
tumor,data/brain_tumor/Testing/glioma/Te-gl_0079.jpg,b23f7bb224a08f748ec6e4dd1c919a72e550507f17b9156819c28d4872982557,glioma,glioma,0.9683770537376404,1,1,,4.919269543622595e-08,ok,maps/tumor_170944073232.npy,0.053278565406799316,0.36837705969810486,-0.31509849429130554,0.03965970128774643
tumor,data/brain_tumor/Testing/glioma/Te-gl_0081.jpg,f88cf89c065bb6ef9b7e66d03b7d63fe99b7488d3abeb1f664c0476bb1102552,glioma,glioma,0.4281865656375885,1,1,lowest-confidence correct,5.218726106814842e-07,ok,maps/tumor_0616d15a48d4.npy,0.31277576088905334,-0.37181347608566284,0.6845892369747162,0.06500763446092606
tumor,data/brain_tumor/Testing/glioma/Te-gl_0101.jpg,4fa87ade711eedf567d733838912e2eb8572118c71e6c4f5c7c78a4004c66684,glioma,glioma,0.8705708384513855,1,1,,3.1180651760553957e-07,ok,maps/tumor_5c0a83a45c20.npy,0.6859687566757202,0.27057084441185,0.41539791226387024,0.06379926204681396
tumor,data/brain_tumor/Testing/glioma/Te-gl_0110.jpg,331d8b9608c5739e494822c6cceaae79842eaf94b085785b7573a484270a2e25,glioma,glioma,0.9645246863365173,1,1,,4.221932803361028e-08,ok,maps/tumor_4b1cb9582106.npy,0.7556881904602051,-0.035475313663482666,0.7911635041236877,0.03680538386106491
tumor,data/brain_tumor/Testing/glioma/Te-gl_0111.jpg,178edaf959d0d23aa036436d6428c4750cad595224670317e2a5d1f945484a9c,glioma,glioma,0.9768150448799133,1,1,,1.683000350194419e-08,ok,maps/tumor_3e094d2a70e3.npy,0.2771144509315491,0.37681514024734497,-0.0997006893157959,0.02494482509791851
tumor,data/brain_tumor/Testing/glioma/Te-gl_0112.jpg,114982d55c77ad20796d799c70d6538903366ee064e58afc8184f7de8a7c7bde,glioma,glioma,0.969585657119751,1,1,,2.319119075944176e-08,ok,maps/tumor_fd2dd1bb6f77.npy,0.21502363681793213,0.36958640813827515,-0.15456277132034302,0.020506640896201134
tumor,data/brain_tumor/Testing/glioma/Te-gl_0114.jpg,faebaba9de577d49182c649be114e139afe3b4f839ce5504eacda361b7cf7c64,glioma,glioma,0.8857223987579346,1,1,,3.152463781685988e-07,ok,maps/tumor_609088bcf28a.npy,0.3682628870010376,0.28572240471839905,0.08254048228263855,0.060218509286642075
tumor,data/brain_tumor/Testing/glioma/Te-gl_0119.jpg,941557e0da191c7a1ff862c3d8cfd1c5f8a80089f4ae06c3dd669ac174aeaecc,glioma,glioma,0.9707180857658386,1,1,,1.7151874398546596e-07,ok,maps/tumor_12fd70bb3010.npy,0.5476912260055542,0.3707180917263031,0.1769731342792511,0.03197433054447174
tumor,data/brain_tumor/Testing/glioma/Te-gl_0125.jpg,3973568a319a82e6d56e314bdcfafa77795bd2076aa6cfb2e9e59005e5274dd5,glioma,glioma,0.9626021385192871,1,1,,6.41363763799474e-08,ok,maps/tumor_a5cff66fc4c8.npy,0.2594320774078369,0.16260214149951935,0.09682993590831757,0.04987729340791702
tumor,data/brain_tumor/Testing/glioma/Te-gl_0140.jpg,32793bc7b8e414546e3e7c251a9840a0c6b0bcf266a4f6f8f2e297f546d1b894,glioma,glioma,0.9629130959510803,1,1,,4.0190996093703024e-08,ok,maps/tumor_6935bd6080f9.npy,0.42996013164520264,0.16291309893131256,0.2670470327138901,0.05337803438305855
tumor,data/brain_tumor/Testing/glioma/Te-gl_0142.jpg,dba17ccaa4a0980eac964952968b38049beed45c2513778556a14efdcbcde958,glioma,glioma,0.9839048981666565,1,1,,1.0019538498884373e-07,ok,maps/tumor_5ef3d5cd63a1.npy,0.31032347679138184,0.3866126537322998,-0.07628917694091797,0.02387950010597706
tumor,data/brain_tumor/Testing/glioma/Te-gl_0172.jpg,641fc9ea962eab5cbe9d12d013fcf31b7849b52476d12683b2b981d9d80e15f2,glioma,glioma,0.9789450764656067,1,1,,6.15406752224601e-08,ok,maps/tumor_7a5d9f056a13.npy,0.6137667298316956,0.9789450764656067,-0.36517834663391113,0.029954250901937485
tumor,data/brain_tumor/Testing/glioma/Te-gl_0174.jpg,b2d13289d89471bf9313d1ca87bb41179dfd9c765f3ee45146146eb21c127163,glioma,glioma,0.9415743350982666,1,1,,6.839894084453846e-08,ok,maps/tumor_ea1d89b8d5a2.npy,0.3994157910346985,0.3415743410587311,0.05784144997596741,0.039945460855960846
tumor,data/brain_tumor/Testing/glioma/Te-gl_0183.jpg,e756db2d191359d56303eac05949fc3b0addeacbad1e740bea875633ed688e95,glioma,glioma,0.9786515831947327,1,1,,1.315137354573892e-07,ok,maps/tumor_410895ab31ba.npy,0.06812149286270142,0.37865155935287476,-0.31053006649017334,0.011771010234951973
tumor,data/brain_tumor/Testing/glioma/Te-gl_0194.jpg,c2e3737a7f0ce508c3e91e12548ff07d3e9c6be37c95692c997fa869c9fec6f8,glioma,glioma,0.9777531623840332,1,1,,5.235970934602818e-08,ok,maps/tumor_77e6dccb3764.npy,0.08321410417556763,0.17775316536426544,-0.09453906118869781,0.03196476027369499
tumor,data/brain_tumor/Testing/glioma/Te-gl_0214.jpg,f443f279be74543acfa69f46831c90bac8dfa8372b4be9363930e9a0437aea78,glioma,glioma,0.9631725549697876,1,1,,1.3884886262971463e-07,ok,maps/tumor_918559d3542f.npy,0.10984206199645996,0.16317255795001984,-0.053330495953559875,0.03033319115638733
tumor,data/brain_tumor/Testing/glioma/Te-gl_0216.jpg,ff0ace20f017c3842d7e0454717d84686fe58991e4b19d4594733bf00544b518,glioma,glioma,0.9717774987220764,1,1,,5.0229629455778024e-08,ok,maps/tumor_4e9bd9419e5c.npy,0.3511427044868469,0.3717774748802185,-0.020634770393371582,0.031147083267569542
tumor,data/brain_tumor/Testing/glioma/Te-gl_0229.jpg,4cfde810585be24684264f80eb7182aaba109b75a4028c6d288df6ea1a7c24a9,glioma,glioma,0.9642716646194458,1,1,,8.328736766927136e-08,ok,maps/tumor_8a1183ebd26b.npy,0.8659618496894836,0.16427166759967804,0.7016901820898056,0.023325512185692787
tumor,data/brain_tumor/Testing/glioma/Te-gl_0258.jpg,677e94c63225f0e593fae5f586ba02f3d2d282fe37c8927fffb9bc018bd4677c,glioma,glioma,0.8013715744018555,1,1,,1.679920682562397e-07,ok,maps/tumor_98137a24f8fa.npy,0.7218417525291443,0.20137158036231995,0.5204701721668243,0.04286518320441246
tumor,data/brain_tumor/Testing/glioma/Te-gl_0265.jpg,c383ffac14bfe053162381377471fdc69710b15fb057259a0a02a0e66c1c8d3e,glioma,meningioma,0.9018670320510864,0,0,highest-confidence error,2.859272380806299e-07,ok,maps/tumor_f37feb5da506.npy,0.23341286182403564,0.3018670380115509,-0.06845417618751526,0.01873696781694889
tumor,data/brain_tumor/Testing/glioma/Te-gl_0279.jpg,8e2ffc8947d23d2637e5d22d37b053fc3c8c3c38b4ba8694390525a8f2240bb5,glioma,glioma,0.9676164984703064,1,1,,5.9281940467670324e-08,ok,maps/tumor_2467e53793bc.npy,0.9085516333580017,0.16761650145053864,0.7409351319074631,0.026326702907681465
tumor,data/brain_tumor/Testing/glioma/Te-gl_0287.jpg,a5462a6482fb103a13bb51456ad6ade49f559d8e0aad0133c42d26d14dc191f5,glioma,glioma,0.9693850874900818,1,1,,1.1108399666781565e-07,ok,maps/tumor_92e9b2bf45a2.npy,0.13781672716140747,0.36938509345054626,-0.2315683662891388,0.031801462173461914
tumor,data/brain_tumor/Testing/meningioma/Te-me_0022.jpg,790486755f0d3a02e2de284d3b28d5c238080836afad61cfbd60b8b8bf9820d8,meningioma,meningioma,0.8332117199897766,1,1,,4.035142397995628e-08,ok,maps/tumor_ab07daff1024.npy,0.7707996964454651,0.8332117199897766,-0.06241202354431152,0.010957836173474789
tumor,data/brain_tumor/Testing/meningioma/Te-me_0023.jpg,3b2ba8de971d62969e17bbb638dd8ab6ae3d3aa87edacaf28918e9ce8eb95dd9,meningioma,meningioma,0.9276815056800842,1,1,,4.9236995480761436e-08,ok,maps/tumor_db02d2f9e3cd.npy,0.8950355648994446,0.7278522849082947,0.1671832799911499,0.0450889877974987
tumor,data/brain_tumor/Testing/meningioma/Te-me_0035.jpg,4cc66638107c582da061fb013badc87dfb5dbdb94deee50550a5df8b967d9947,meningioma,meningioma,0.9512919187545776,1,1,,8.682403673798689e-08,ok,maps/tumor_429098448d09.npy,0.8547846078872681,0.7512919306755066,0.10349267721176147,0.06465501338243484
tumor,data/brain_tumor/Testing/meningioma/Te-me_0036.jpg,87886ae7a7ec7535a975fa0b267d5889a995699a4fd5d7672f5a7346659dff38,meningioma,meningioma,0.9785094857215881,1,1,,7.666377721537998e-08,ok,maps/tumor_ab211543ada8.npy,0.8859152793884277,0.7785094976425171,0.10740578174591064,0.014784051105380058
tumor,data/brain_tumor/Testing/meningioma/Te-me_0040.jpg,935ba7f0696adb99b0bc47bd75e6ae0ae86426d1fb6922dac8b9569ddaea8a16,meningioma,meningioma,0.9506556391716003,1,1,,3.740291273923724e-08,ok,maps/tumor_35db3fe7c856.npy,0.7618002891540527,0.7506555318832397,0.011144757270812988,0.042032063007354736
tumor,data/brain_tumor/Testing/meningioma/Te-me_0045.jpg,b981ea69aea30d8a852c1eed9f64a190a101c6f2b9b1d26b16d0864251d5ecb9,meningioma,meningioma,0.44737523794174194,1,0,lowest-confidence correct,2.0017553855056214e-06,ok,maps/tumor_a58c33e6ced2.npy,0.38368868827819824,0.34180742502212524,0.041881263256073,0.01228328701108694
tumor,data/brain_tumor/Testing/meningioma/Te-me_0051.jpg,6ad191b6525adf85064c08ec3ab520ca7fc28acb73bd31781d54d8e03315e139,meningioma,meningioma,0.9619469046592712,1,1,,9.502044973075385e-08,ok,maps/tumor_9f0d4a397a89.npy,0.42984485626220703,0.9619468450546265,-0.5321019887924194,0.07145150005817413
tumor,data/brain_tumor/Testing/meningioma/Te-me_0063.jpg,56cf9f66248d14af34d23eaa420b0c509a94f19c63b1937f8bf63f92cca301f5,meningioma,meningioma,0.9600393772125244,1,1,,1.6853339742869955e-08,ok,maps/tumor_43e9c175e9a0.npy,0.8631422519683838,0.9600393176078796,-0.09689706563949585,0.009475287981331348
tumor,data/brain_tumor/Testing/meningioma/Te-me_0083.jpg,8238d1f576cd9a0d6fb599baa2dec1f08b8d9355412d1cf91db367a8729da07f,meningioma,meningioma,0.8425816297531128,1,1,,4.4979821545165777e-07,ok,maps/tumor_b708c85c9c69.npy,-0.009176135063171387,0.6425816416740417,-0.6517577767372131,0.014778281562030315
tumor,data/brain_tumor/Testing/meningioma/Te-me_0087.jpg,ce9682cf32ab75a300537fc7170a731c536079308142e167d949634b29034aec,meningioma,meningioma,0.9520763754844666,1,1,,4.7881269504834734e-08,ok,maps/tumor_0cb1309d164e.npy,0.7233046889305115,0.9520763158798218,-0.2287716269493103,0.020655512809753418
tumor,data/brain_tumor/Testing/meningioma/Te-me_0098.jpg,20c540c392630d5bba27c8a6c47a1933df2a9803135b061ef80652904e810432,meningioma,meningioma,0.9202588200569153,1,1,,1.971233010156226e-08,ok,maps/tumor_9f69ea252a88.npy,0.8627597689628601,0.9202588200569153,-0.057499051094055176,0.16668739914894104
tumor,data/brain_tumor/Testing/meningioma/Te-me_0107.jpg,19f85781d3642a0c0a9d3831265070195500ff2f41feb84cf72bb87b12060e7e,meningioma,meningioma,0.9286550283432007,1,1,,5.1892646402151854e-08,ok,maps/tumor_0d968cb13fda.npy,0.9143231511116028,0.5286550521850586,0.3856680989265442,0.13357704877853394
tumor,data/brain_tumor/Testing/meningioma/Te-me_0111.jpg,d92efa88092779d3c25197e69bdc238ff39cc37befc438b2a1a0f5cb5f1946d2,meningioma,notumor,0.912507951259613,0,0,highest-confidence error,6.911743330451081e-08,ok,maps/tumor_9d81cebf846a.npy,0.05287891626358032,0.9125078916549683,-0.8596289753913879,0.1979876607656479
tumor,data/brain_tumor/Testing/meningioma/Te-me_0116.jpg,e6f031079395a11ae077ded524ce00c75ae48b04d8b31aff7a778698dfcc6de6,meningioma,meningioma,0.9444395899772644,1,1,,9.83060688408699e-08,ok,maps/tumor_5f988115d324.npy,0.20832866430282593,0.9444395899772644,-0.7361109256744385,0.0068086786195635796
tumor,data/brain_tumor/Testing/meningioma/Te-me_0119.jpg,a08bbb3b39c0ec7b7050faefc3bc310a76b441e14f45eacf45d8d36b6fd7dd32,meningioma,meningioma,0.9774271249771118,1,1,,3.595684916479769e-08,ok,maps/tumor_dc51d927bcb2.npy,0.19621407985687256,0.9774271249771118,-0.7812130451202393,0.027070460841059685
tumor,data/brain_tumor/Testing/meningioma/Te-me_0125.jpg,10b81aeaa0065c1e8ee714e5db4c3a08e323bc3466a2124e7ddd0968117a8ecf,meningioma,meningioma,0.981925368309021,1,1,,5.464073038474737e-08,ok,maps/tumor_23224a83fd0f.npy,0.25659310817718506,0.78192538022995,-0.5253322720527649,0.0479964055120945
tumor,data/brain_tumor/Testing/meningioma/Te-me_0135.jpg,960155b05ea8f0ddcbcd3a5e29905c2a4b55832f03e5b7d6491c73955960d278,meningioma,meningioma,0.9778382182121277,1,1,,1.4570924689039089e-08,ok,maps/tumor_d5f450927800.npy,0.14013981819152832,0.7778382301330566,-0.6376984119415283,0.04252747446298599
tumor,data/brain_tumor/Testing/meningioma/Te-me_0136.jpg,355ff7a1ae379203be9c8d1674adf692b45b9cd968d511153333f6ddf5bdccf1,meningioma,meningioma,0.9463733434677124,1,1,,1.7707079698336958e-08,ok,maps/tumor_9d9566be069c.npy,0.5935347080230713,0.7463733553886414,-0.15283864736557007,0.04213374853134155
tumor,data/brain_tumor/Testing/meningioma/Te-me_0142.jpg,66ec65ac1f716e380e951852b34f72056aa123ad1256c07b043cd19736f25f5b,meningioma,meningioma,0.9078823924064636,1,1,,5.95623681820534e-07,ok,maps/tumor_0a3cc981ab78.npy,0.14746439456939697,0.9077498316764832,-0.7602854371070862,0.03246375545859337
tumor,data/brain_tumor/Testing/meningioma/Te-me_0148.jpg,110f8ce6a8b3a8c519b4db31afff2ccb6e6aefd4db6e9de5d1056c9b0840578a,meningioma,meningioma,0.9743832945823669,1,1,,2.5829348472561353e-08,ok,maps/tumor_c8623885a343.npy,0.26748859882354736,0.9743832349777222,-0.7068946361541748,0.03789542615413666
tumor,data/brain_tumor/Testing/meningioma/Te-me_0150.jpg,9bd07e3fe890788c7d5bc8a5b1352763157cc136bf8b57917d4f1fb382a7f7ec,meningioma,meningioma,0.9583574533462524,1,1,,3.1764537913175905e-08,ok,maps/tumor_550aa022fe74.npy,0.4420878291130066,0.7583574056625366,-0.31626957654953003,0.028059380128979683
tumor,data/brain_tumor/Testing/meningioma/Te-me_0176.jpg,d9167a9fef05c1360f4232f565c0bb16d374c9e3228e06ad80898961db652909,meningioma,meningioma,0.970207691192627,1,1,,1.0743141254376809e-07,ok,maps/tumor_1f84591d57c2.npy,0.4497995972633362,0.7702077031135559,-0.3204081058502197,0.011568992398679256
tumor,data/brain_tumor/Testing/meningioma/Te-me_0181.jpg,48092e2e934c9f3064a8d922c9995fe6ef89f9c210b0ddfd0ad9eb0357991bde,meningioma,meningioma,0.979756772518158,1,1,,9.685378210555484e-08,ok,maps/tumor_48a4d3c1cd92.npy,0.7669277191162109,0.7797567844390869,-0.012829065322875977,0.019082676619291306
tumor,data/brain_tumor/Testing/meningioma/Te-me_0185.jpg,9893fe0120bef43b357ad10b75833b244b2e6e1d86ce954eb33434a64af6e8c9,meningioma,meningioma,0.9759120345115662,1,1,,4.953444798783124e-08,ok,maps/tumor_f0d03334f406.npy,0.32832688093185425,0.7759120464324951,-0.44758516550064087,0.010697364807128906
tumor,data/brain_tumor/Testing/meningioma/Te-me_0186.jpg,b03aaffd184bd7dfb3e392e9b3f18f5368462351d7eabd9d8176f7648e1adefc,meningioma,meningioma,0.9850262999534607,1,1,,1.271865756047319e-07,ok,maps/tumor_b745e8b8e554.npy,0.14147889614105225,0.5850263237953186,-0.44354742765426636,0.026318352669477463
tumor,data/brain_tumor/Testing/meningioma/Te-me_0189.jpg,2b5b386e26e3eed75b264a598b9946ed3672fec3bff188aa69847c8fa111d6fc,meningioma,meningioma,0.9572129845619202,1,1,,7.062394957735307e-08,ok,maps/tumor_31935f2b61cc.npy,0.6519385576248169,0.5572129487991333,0.0947256088256836,0.0241308081895113
tumor,data/brain_tumor/Testing/meningioma/Te-me_0193.jpg,61ebf9b8da89d28273c8b1a853b3037062c0942e4a5ca1a16b2412d454431dbf,meningioma,meningioma,0.8702746033668518,1,1,,1.0543068273971556e-07,ok,maps/tumor_838976df9d6b.npy,0.7760801315307617,0.6702747344970703,0.1058053970336914,0.02618274837732315
tumor,data/brain_tumor/Testing/meningioma/Te-me_0194.jpg,32e42f314ff3317532689a888e52499ef243b1e67106c7691fd0afd40cce7a98,meningioma,meningioma,0.9769744873046875,1,1,,1.506000990580958e-07,ok,maps/tumor_1cd3a98e338b.npy,0.6736680269241333,0.5769745111465454,0.09669351577758789,0.011769515462219715
tumor,data/brain_tumor/Testing/meningioma/Te-me_0232.jpg,94b14329368457642f868f5286f92b1a56ae10335865c2097a77e86a341997a2,meningioma,meningioma,0.9835759997367859,1,1,,1.9694570863038052e-08,ok,maps/tumor_d51a318097ff.npy,0.6645498275756836,0.7835760116577148,-0.11902618408203125,0.03140515089035034
tumor,data/brain_tumor/Testing/meningioma/Te-me_0235.jpg,88d31c67a6755258d24ff571171689db40a57d22442d409bf9dbcb5cb433f5cd,meningioma,meningioma,0.9662163257598877,1,1,,4.8592392554169805e-08,ok,maps/tumor_a9b8bd668b78.npy,0.3468232750892639,0.7662163376808167,-0.41939306259155273,0.004430857021361589
tumor,data/brain_tumor/Testing/meningioma/Te-me_0273.jpg,35b3c5dd2c6ea0afd3f1b4ff65635843bdc57826796d46fade6bbc577190d376,meningioma,meningioma,0.969918429851532,1,1,,1.544592665055078e-08,ok,maps/tumor_8dfb6889038f.npy,0.3179818391799927,0.7699184417724609,-0.45193660259246826,0.00953634362667799
tumor,data/brain_tumor/Testing/meningioma/Te-me_0274.jpg,5cb4adecca034d0a5ba2e58d58dd19a0eeddfe21a48fd50c89c481e43789bb37,meningioma,meningioma,0.9766066670417786,1,1,,4.6901187156223045e-08,ok,maps/tumor_19e4b9d158c2.npy,0.22714585065841675,0.9766066670417786,-0.7494608163833618,0.01266460120677948
tumor,data/brain_tumor/Testing/meningioma/Te-me_0282.jpg,a832a10ab91787a3acea8c22e891177bdeb9cb715cf90ff3f75405031a978bdf,meningioma,meningioma,0.9547572731971741,1,1,,3.116275575781868e-08,ok,maps/tumor_1cf465b6cc2d.npy,0.2498210072517395,0.754994809627533,-0.5051738023757935,0.009675562381744385
tumor,data/brain_tumor/Testing/meningioma/Te-me_0295.jpg,4b819b2901adddfa20ab471258e64bc542b7a3f18ec4e1fac51e7a5696894127,meningioma,meningioma,0.9742804169654846,1,1,,1.0832085861611773e-07,ok,maps/tumor_2401ec085e3c.npy,0.10301482677459717,0.9742804765701294,-0.8712656497955322,0.06907976418733597
tumor,data/brain_tumor/Testing/notumor/Te-no_0032.jpg,4f2893125ab87fc6fcd6cd5388db893efeb9a1a30e59f942e7743144766c78f6,notumor,notumor,0.9210498332977295,1,1,,6.690797604846921e-08,ok,maps/tumor_f82b70e73633.npy,0.001169443130493164,0.6598159074783325,-0.6586464643478394,0.15897156298160553
tumor,data/brain_tumor/Testing/notumor/Te-no_0048.jpg,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,notumor,notumor,0.8670489192008972,1,1,,3.4940229864943717e-07,ok,maps/tumor_0fa774e873d5.npy,0.14541399478912354,0.8670487403869629,-0.7216347455978394,0.20997166633605957
tumor,data/brain_tumor/Testing/notumor/Te-no_0057.jpg,1d489fd63322dff8146dfb442c512362d2d42d5f4e44b90414202ac0abe5f97e,notumor,notumor,0.9590023159980774,1,1,,9.199346329147318e-08,ok,maps/tumor_4f5c2dab0733.npy,0.12390780448913574,0.7608627080917358,-0.6369549036026001,0.26510336995124817
tumor,data/brain_tumor/Testing/notumor/Te-no_0067.jpg,9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,notumor,notumor,0.9512547850608826,1,1,,8.465820933167834e-08,ok,maps/tumor_d9f9e4fd4e23.npy,-0.0040776729583740234,0.6765325665473938,-0.6806102395057678,0.12286961078643799
tumor,data/brain_tumor/Testing/notumor/Te-no_0093.jpg,a8d8bd68e37588a5be079ea92de410d9097988aea40552f6fd08ca44a7dd6c74,notumor,notumor,0.9468901753425598,1,1,,4.2067015603580726e-08,ok,maps/tumor_8e4ae1f8e34d.npy,-0.008190155029296875,0.9468901753425598,-0.9550803303718567,0.18095210194587708
tumor,data/brain_tumor/Testing/notumor/Te-no_0104.jpg,82a16900fbf15df713cae2a5d2c941f846c62322cc04ed7d01c313aada509c0f,notumor,notumor,0.4546368420124054,1,0,lowest-confidence correct,3.374905782893567e-07,ok,maps/tumor_aefb7bae1956.npy,0.12480050325393677,0.4546368718147278,-0.329836368560791,0.5027260184288025
tumor,data/brain_tumor/Testing/notumor/Te-no_0141.jpg,0cbeaa585e77bfea048bde8655cc097ad2cead1dd863ad11667ecafbc56eb863,notumor,notumor,0.943284273147583,1,1,,3.426157435537647e-08,ok,maps/tumor_48f1cd4f6240.npy,0.04442095756530762,0.9432842135429382,-0.8988632559776306,0.12947696447372437
tumor,data/brain_tumor/Testing/notumor/Te-no_0142.jpg,0705d27363749ece8ac8ae0a550003ea1f0b94e8418c3ed54b8a4f3ad0664b33,notumor,notumor,0.9619418382644653,1,1,,2.9563978043434247e-08,ok,maps/tumor_23159a662f2d.npy,0.07476496696472168,0.7677627801895142,-0.6929978132247925,0.187076598405838
tumor,data/brain_tumor/Testing/notumor/Te-no_0146.jpg,d1fb1c073086644db1a39cb836e46bde04ed6f20af6a5fcfbf25a07a6f2fd280,notumor,notumor,0.95304274559021,1,1,,3.284083716081909e-08,ok,maps/tumor_ebf1607b4409.npy,0.04704850912094116,0.35304340720176697,-0.3059948980808258,0.13396315276622772
tumor,data/brain_tumor/Testing/notumor/Te-no_0167.jpg,0bffedfc1df973bdc13f059b95acf515f49f922aa7f4df30a1d4c7629d201f9f,notumor,notumor,0.9671708941459656,1,1,,3.438369922115214e-08,ok,maps/tumor_f4670fef707d.npy,0.011580824851989746,0.7671709060668945,-0.7555900812149048,0.15228715538978577
tumor,data/brain_tumor/Testing/notumor/Te-no_0216.jpg,445d8753a46f8fb643d9d898de87d735949fd2b5f953cdf59eb4263d17a5b982,notumor,notumor,0.9618212580680847,1,1,,2.680763597912028e-08,ok,maps/tumor_cae493c1911a.npy,0.011057436466217041,0.9618212580680847,-0.9507638216018677,0.2387295514345169
tumor,data/brain_tumor/Testing/notumor/Te-no_0217.jpg,a3e8bfee0a5c41f81434966890de14ae09509c700ab9c6b93ac62229669ea126,notumor,notumor,0.9592081308364868,1,1,,3.326278245202596e-08,ok,maps/tumor_2394b0c5ea0f.npy,0.025882065296173096,0.9592081308364868,-0.9333260655403137,0.2167140394449234
tumor,data/brain_tumor/Testing/notumor/Te-no_0224.jpg,4c06456203de0b34d2cc8f7f7de1aee333d8158bbe1071539c897342c4baacdd,notumor,notumor,0.9587676525115967,1,1,,5.5361158213251827e-08,ok,maps/tumor_669b54fa16fb.npy,0.01788794994354248,0.9587677121162415,-0.940879762172699,0.11368151009082794
tumor,data/brain_tumor/Testing/notumor/Te-no_0234.jpg,c5f33f23dde6d620be3f6fd9a3bf1e4661060d1cb3d63eaf8a2319c8f4fdef99,notumor,notumor,0.97037672996521,1,1,,1.842674679682077e-08,ok,maps/tumor_3d13030e7f79.npy,0.040329575538635254,0.9703767895698547,-0.9300472140312195,0.2210100293159485
